eAir MD Modbus register list;2026-01-27;;;;;;;;
Conforming to MD software versions 1.14 and later.;;;;;;;;;
;;;;;;;;;
Protocol: Modbus RTU, RS485;;;;;;;;;
Serial line default parameters: 19200 bps, 8 N 1;;;;;;;;;
Serial line speed is configurable to 9600, 19200 or 115200 bps;;;;;;;;;
Serial line parity is configurable to None or Even parity;;;;;;;;;
;;;;;;;;;
Registers marked “reserved” must not be altered!;;;;;;;;;
 ;;;;;;;;;
MODBUS HOLDING REGISTERS;;;;;;;;;
Address;Symbol;Type;Multiplier;Bounds (raw value);Name;Description;Title (en translation);Help text (en translation);Notes
hreg 122;HREG_AI1_RL;int16;1;;Result low;AI1 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 123;HREG_AI2_RL;int16;1;;Result low;AI2 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 124;HREG_AI3_RL;int16;1;;Result low;AI3 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 125;HREG_AI4_RL;int16;1;;Result low;AI4 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 126;HREG_AI5_RL;int16;1;;Result low;AI5 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 127;HREG_AI6_RL;int16;1;;Result low;AI6 output value from voltage low;Voltage low, effect;Result of input signal equivalent to Voltage low value;
hreg 128;HREG_AI1_RH;int16;1;;Result high;AI1 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 129;HREG_AI2_RH;int16;1;;Result high;AI2 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 130;HREG_AI3_RH;int16;1;;Result high;AI3 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 131;HREG_AI4_RH;int16;1;;Result high;AI4 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 132;HREG_AI5_RH;int16;1;;Result high;AI5 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 133;HREG_AI6_RH;int16;1;;Result high;AI6 output value from voltage high;Voltage high, effect;Result of input signal equivalent to Voltage high value;
hreg 134;HREG_TE01_24H_AVG;int16;10;;Average outside temperature;24-hour outside temperature average;;;
hreg 135;HREG_T_SETPOINT;int16;10;0 - 500;Supply air setpoint;The desired setpoint set by the user.;Supply air setpoint;Desired setpoint set by the user;
hreg 136;Reserved;;;;;;;;
hreg 137;HREG_TE01_SUMMER_WINTER_THRESHOLD;int16;10;-100 - 150;Summer/Winter threshold;Summer/Winter season 24-hour average outside temperature threshold value;Summer/winter threshold temperature;"Outside air 24h average temperature; in summer mode extract air 48h average humidity, in winter mode a fixed \%RH threshold";
hreg 138;Reserved;;;;;;;;
hreg 139;Reserved;;;;;;;;
hreg 140;Reserved;;;;;;;;
hreg 141;Reserved;;;;;;;;
hreg 142;Reserved;;;;;;;;
hreg 143;Reserved;;;;;;;;
hreg 144;Reserved;;;;;;;;
hreg 145;Reserved;;;;;;;;
hreg 146;Reserved;;;;;;;;
hreg 147;Reserved;;;;;;;;
hreg 148;Reserved;;;;;;;;
hreg 149;Reserved;;;;;;;;
hreg 150;Reserved;;;;;;;;
hreg 151;Reserved;;;;;;;;
hreg 152;Reserved;;;;;;;;
hreg 153;Reserved;;;;;;;;
hreg 154;Reserved;;;;;;;;
hreg 155;Reserved;;;;;;;;
hreg 156;Reserved;;;;;;;;
hreg 157;Reserved;;;;;;;;
hreg 158;Reserved;;;;;;;;
hreg 159;Reserved;;;;;;;;
hreg 160;Reserved;;;;;;;;
hreg 161;Reserved;;;;;;;;
hreg 162;Reserved;;;;;;;;
hreg 163;Reserved;;;;;;;;
hreg 164;Reserved;;;;;;;;
hreg 165;Reserved;;;;;;;;
hreg 166;Reserved;;;;;;;;
hreg 167;Reserved;;;;;;;;
hreg 168;Reserved;;;;;;;;
hreg 169;Reserved;;;;;;;;
hreg 170;Reserved;;;;;;;;
hreg 171;Reserved;;;;;;;;
hreg 172;HREG_TEMP_DECREASE_VAL;int16;10;0 - 150;Temperature decrease;The amount of degrees the temperature should be lowered then temperature decrease function is on.;Temperature decrease;Number of degrees, under which the temperature should be maintained when temperature decrease function is on;Low limit can be negative to enable temperature increase function.
hreg 173;Reserved;;;;;;;;
hreg 174;Reserved;;;;;;;;
hreg 175;Reserved;;;;;;;;
hreg 176;Reserved;;;;;;;;
hreg 177;Reserved;;;;;;;;
hreg 178;Reserved;;;;;;;;
hreg 179;Reserved;;;;;;;;
hreg 180;Reserved;;;;;;;;
hreg 181;Reserved;;;;;;;;
hreg 182;Reserved;;;;;;;;
hreg 183;Reserved;;;;;;;;
hreg 184;Reserved;;;;;;;;
hreg 185;Reserved;;;;;;;;
hreg 186;Reserved;;;;;;;;
hreg 187;Reserved;;;;;;;;
hreg 188;Reserved;;;;;;;;
hreg 189;Reserved;;;;;;;;
hreg 190;Reserved;;;;;;;;
hreg 191;Reserved;;;;;;;;
hreg 192;Reserved;;;;;;;;
hreg 193;Reserved;;;;;;;;
hreg 194;Reserved;;;;;;;;
hreg 195;Reserved;;;;;;;;
hreg 196;Reserved;;;;;;;;
hreg 197;Reserved;;;;;;;;
hreg 198;Reserved;;;;;;;;
hreg 199;Reserved;;;;;;;;
hreg 200;Reserved;;;;;;;;
hreg 201;Reserved;;;;;;;;
hreg 202;Reserved;;;;;;;;
hreg 203;Reserved;;;;;;;;
hreg 204;Reserved;;;;;;;;
hreg 205;Reserved;;;;;;;;
hreg 206;Reserved;;;;;;;;
hreg 207;Reserved;;;;;;;;
hreg 208;Reserved;;;;;;;;
hreg 209;Reserved;;;;;;;;
hreg 210;HREG_DAY_WC1;bitfield;1;;Week timer slot #1;Days when allowed. ;Days;;Bit 0: Sunday … Bit 6: Saturday
hreg 211;HREG_STA_HOUR_WC1;uint16;1;;;Start h;WC1 Start h;WC1 Start h;
hreg 212;HREG_STA_MIN_WC1;uint16;1;;;Start m;WC1 Start m;WC1 Start m;
hreg 213;HREG_STO_HOUR_WC1;uint16;1;;;Stop h;WC1 Stop h;WC1 Stop h;
hreg 214;HREG_STO_MIN_WC1;uint16;1;;;Stop m;WC1 Stop m;WC1 Stop m;
hreg 215;HREG_WC1;enumeration;1;;;Function;WC1 Function;WC1 Function;
hreg 216;HREG_DAY_WC2;bitfield;1;;Week timer slot #2;See description for register 210;Days;Days;"#define TIMER_PROGRAM_OFF 0 
#define TIMER_AWAY        1 
#define TIMER_AWAY_LONG   2 
#define TIMER_HEAT_DIS    3 
#define TIMER_COOL_DIS    4 
#define TIMER_TEMP_DECR   5 
#define TIMER_MAX_H       6 
#define TIMER_MAX_C       7 
#define TIMER_RELAY       16 
#define TIMER_BOOST       17 
/* Circulation air state change time program (Pallas) */ 
#define TIMER_CLOSED_CIRCULATION 18 
/* This time program function is relevant in OFFICE program variant (use  * method) and it means that the machine should be running (instead of  * being in STOP state). */ 
#define TIMER_RUNTIME     30 "
hreg 217;HREG_STA_HOUR_WC2;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 218;HREG_STA_MIN_WC2;uint16;1;;;See description for register 212;WC1 Start m;WC1 Start m;
hreg 219;HREG_STO_HOUR_WC2;uint16;1;;;See description for register 213;WC1 Stop h;WC1 Stop h;
hreg 220;HREG_STO_MIN_WC2;uint16;1;;;See description for register 214;WC1 Stop m;WC1 Stop m;
hreg 221;HREG_WC2;enumeration;1;;;See description for register 215;WC1 Function;WC1 Function;
hreg 222;HREG_DAY_WC3;bitfield;1;;Week timer slot #3;See description for register 210;Days;Days;
hreg 223;HREG_STA_HOUR_WC3;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 224;HREG_STA_MIN_WC3;uint16;1;;;See description for register 212;WC1 Start m;WC1 Start m;
hreg 225;HREG_STO_HOUR_WC3;uint16;1;;;See description for register 213;WC1 Stop h;;
hreg 226;HREG_STO_MIN_WC3;uint16;1;;;See description for register 214;WC1 Stop m;WC1 Stop m;
hreg 227;HREG_WC3;enumeration;1;;;See description for register 215;WC1 Function;WC1 Function;
hreg 228;HREG_DAY_WC4;bitfield;1;;Week timer slot #4;See description for register 210;Days;Days;
hreg 229;HREG_STA_HOUR_WC4;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 230;HREG_STA_MIN_WC4;uint16;1;;;See description for register 212;WC1 Start m;WC1 Start m;
hreg 231;HREG_STO_HOUR_WC4;uint16;1;;;See description for register 213;WC1 Stop h;WC1 Stop h;
hreg 232;HREG_STO_MIN_WC4;uint16;1;;;See description for register 214;WC1 Stop m;WC1 Stop m;
hreg 233;HREG_WC4;uint16;1;;;See description for register 215;;;
hreg 234;HREG_DAY_WC5;bitfield;1;;Week timer slot #5;See description for register 210;Days;Days;
hreg 235;HREG_STA_HOUR_WC5;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 236;HREG_STA_MIN_WC5;uint16;1;;;See description for register 212;WC1 Start m;WC1 Start m;
hreg 237;HREG_STO_HOUR_WC5;uint16;1;;;See description for register 213;WC1 Stop h;WC1 Stop h;
hreg 238;HREG_STO_MIN_WC5;uint16;1;;;See description for register 214;WC1 Stop m;WC1 Stop m;
hreg 239;HREG_WC5;uint16;1;;;See description for register 215;;;
hreg 240;HREG_DAY_WC6;bitfield;1;;Week timer slot #6;See description for register 210;Days;Days;
hreg 241;HREG_STA_HOUR_WC6;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 242;HREG_STA_MIN_WC6;uint16;1;;;See description for register 212;;;
hreg 243;HREG_STO_HOUR_WC6;uint16;1;;;See description for register 213;;;
hreg 244;HREG_STO_MIN_WC6;uint16;1;;;See description for register 214;;;
hreg 245;HREG_WC6;uint16;1;;;See description for register 215;;;
hreg 246;HREG_DAY_WC7;bitfield;1;;Week timer slot #7;See description for register 210;Days;Days;
hreg 247;HREG_STA_HOUR_WC7;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 248;HREG_STA_MIN_WC7;uint16;1;;;See description for register 212;;;
hreg 249;HREG_STO_HOUR_WC7;uint16;1;;;See description for register 213;;;
hreg 250;HREG_STO_MIN_WC7;uint16;1;;;See description for register 214;;;
hreg 251;HREG_WC7;uint16;1;undefined;;See description for register 215;;;
hreg 252;HREG_DAY_WC8;bitfield;1;;Week timer slot #8;See description for register 210;Days;Days;
hreg 253;HREG_STA_HOUR_WC8;uint16;1;;;See description for register 211;WC1 Start h;WC1 Start h;
hreg 254;HREG_STA_MIN_WC8;uint16;1;;;See description for register 212;;;
hreg 255;HREG_STO_HOUR_WC8;uint16;1;;;See description for register 213;;;
hreg 256;HREG_STO_MIN_WC8;uint16;1;;;See description for register 214;;;
hreg 257;HREG_WC8;uint16;1;undefined;;See description for register 215;;;
hreg 258;HREG_DAY_WC9;bitfield;1;;Week timer slot #9;See description for register 210;Days;Days;
hreg 259;HREG_STA_HOUR_WC9;uint16;1;;;See description for register 211;;;
hreg 260;HREG_STA_MIN_WC9;uint16;1;;;See description for register 212;;;
hreg 261;HREG_STO_HOUR_WC9;uint16;1;;;See description for register 213;;;
hreg 262;HREG_STO_MIN_WC9;uint16;1;;;See description for register 214;;;
hreg 263;HREG_WC9;uint16;1;;;See description for register 215;;;
hreg 264;HREG_DAY_WC10;bitfield;1;;Week timer slot #10;See description for register 210;Days;Days;
hreg 265;HREG_STA_HOUR_WC10;uint16;1;;;See description for register 211;;;
hreg 266;HREG_STA_MIN_WC10;uint16;1;;;See description for register 212;;;
hreg 267;HREG_STO_HOUR_WC10;uint16;1;;;See description for register 213;;;
hreg 268;HREG_STO_MIN_WC10;uint16;1;;;See description for register 214;;;
hreg 269;HREG_WC10;uint16;1;;;See description for register 215;;;
hreg 270;HREG_DAY_WC11;bitfield;1;;Week timer slot #11;See description for register 210;Days;Days;
hreg 271;HREG_STA_HOUR_WC11;uint16;1;;;See description for register 211;;;
hreg 272;HREG_STA_MIN_WC11;uint16;1;;;See description for register 212;;;
hreg 273;HREG_STO_HOUR_WC11;uint16;1;;;See description for register 213;;;
hreg 274;HREG_STO_MIN_WC11;uint16;1;;;See description for register 214;;;
hreg 275;HREG_WC11;uint16;1;;;See description for register 215;;;
hreg 276;HREG_DAY_WC12;bitfield;1;;Week timer slot #12;See description for register 210;Days;Days;
hreg 277;HREG_STA_HOUR_WC12;uint16;1;;;See description for register 211;;;
hreg 278;HREG_STA_MIN_WC12;uint16;1;;;See description for register 212;;;
hreg 279;HREG_STO_HOUR_WC12;uint16;1;;;See description for register 213;;;
hreg 280;HREG_STO_MIN_WC12;uint16;1;;;See description for register 214;;;
hreg 281;HREG_WC12;uint16;1;;;See description for register 215;;;
hreg 282;HREG_DAY_WC13;bitfield;1;;Week timer slot #13;See description for register 210;Days;Days;
hreg 283;HREG_STA_HOUR_WC13;uint16;1;;;See description for register 211;;;
hreg 284;HREG_STA_MIN_WC13;uint16;1;;;See description for register 212;;;
hreg 285;HREG_STO_HOUR_WC13;uint16;1;;;See description for register 213;;;
hreg 286;HREG_STO_MIN_WC13;uint16;1;;;See description for register 214;;;
hreg 287;HREG_WC13;uint16;1;;;See description for register 215;;;
hreg 288;HREG_DAY_WC14;bitfield;1;;Week timer slot #14;See description for register 210;Days;Days;
hreg 289;HREG_STA_HOUR_WC14;uint16;1;;;See description for register 211;;;
hreg 290;HREG_STA_MIN_WC14;uint16;1;;;See description for register 212;;;
hreg 291;HREG_STO_HOUR_WC14;uint16;1;;;See description for register 213;;;
hreg 292;HREG_STO_MIN_WC14;uint16;1;;;See description for register 214;;;
hreg 293;HREG_WC14;uint16;1;;;See description for register 215;;;
hreg 294;HREG_DAY_WC15;bitfield;1;;Week timer slot #15;See description for register 210;Days;Days;
hreg 295;HREG_STA_HOUR_WC15;uint16;1;;;See description for register 211;;;
hreg 296;HREG_STA_MIN_WC15;uint16;1;;;See description for register 212;;;
hreg 297;HREG_STO_HOUR_WC15;uint16;1;;;See description for register 213;;;
hreg 298;HREG_STO_MIN_WC15;uint16;1;;;See description for register 214;;;
hreg 299;HREG_WC15;uint16;1;;;See description for register 215;;;
hreg 300;HREG_DAY_WC16;bitfield;1;;Week timer slot #16;See description for register 210;Days;Days;
hreg 301;HREG_STA_HOUR_WC16;uint16;1;;;See description for register 211;;;
hreg 302;HREG_STA_MIN_WC16;uint16;1;;;See description for register 212;;;
hreg 303;HREG_STO_HOUR_WC16;uint16;1;;;See description for register 213;;;
hreg 304;HREG_STO_MIN_WC16;uint16;1;;;See description for register 214;;;
hreg 305;HREG_WC16;uint16;1;;;See description for register 215;;;
